fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_hickenlooperj,results_gardnerc,results_doaner,results_doyled,results_evanss,results_write_ins,results_absentee_hickenlooperj,results_absentee_gardnerc,results_absentee_doaner,results_absentee_doyled,results_absentee_evanss,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time
08001,Adams,235700,0,260,260,Other,100,228525,>98%,>98% reported,edison,4,all,,,,,130409,98341,4916,1071,963,,0,0,0,0,0,,2020-11-14T16:39:04Z,13.60543,D+14,Hickenlooper +14,democrat,colorado,2020-11-15T00:44:56.166798Z
08003,Alamosa,7707,0,8,8,Other,94,8188,94%,94% reported,edison,4,all,,,,,3734,3800,104,40,29,,0,0,0,0,0,,2020-11-14T16:39:05Z,0.85636,R+0.86,Gardner +0.86,republican,colorado,2020-11-15T00:44:56.166798Z
08005,Arapahoe,348741,0,380,390,Other,98,357594,98%,98% reported,edison,4,some,,,,,204112,136749,5695,1074,1111,,0,0,0,0,0,,2020-11-14T16:39:05Z,19.31605,D+19,Hickenlooper +19,democrat,colorado,2020-11-15T00:44:56.166798Z
08007,Archuleta,9019,0,8,8,Other,100,8577,>98%,>98% reported,edison,6,all,,,,,3591,5225,163,26,14,,0,0,0,0,0,,2020-11-14T16:39:06Z,18.11731,R+18,Gardner +18,republican,colorado,2020-11-15T00:44:56.166798Z
08009,Baca,2195,0,8,9,Other,100,2193,>98%,>98% reported,edison,6,all,,,,,329,1815,32,12,7,,0,0,0,0,0,,2020-11-14T16:39:07Z,67.69932,R+68,Gardner +68,republican,colorado,2020-11-15T00:44:56.166798Z
08011,Bent,2256,0,5,5,Other,100,2131,>98%,>98% reported,edison,2,unknown,,,,,702,1488,33,26,7,,0,0,0,0,0,,2020-11-14T16:39:08Z,34.84043,R+35,Gardner +35,republican,colorado,2020-11-15T00:44:56.166798Z
08013,Boulder,205516,0,222,240,Other,93,222008,93%,93% reported,edison,2,some,,,,,154552,47321,2869,317,457,,0,0,0,0,0,,2020-11-14T16:39:09Z,52.17647,D+52,Hickenlooper +52,democrat,colorado,2020-11-15T00:44:56.166798Z
08014,Broomfield,46196,0,37,37,Other,100,40958,>98%,>98% reported,edison,6,all,,,,,27447,17855,712,82,100,,0,0,0,0,0,,2020-11-14T16:38:41Z,20.7637,D+21,Hickenlooper +21,democrat,colorado,2020-11-15T00:44:56.166798Z
08015,Chaffee,13578,0,9,9,Other,100,13275,>98%,>98% reported,edison,2,unknown,,,,,6948,6344,232,32,22,,0,0,0,0,0,,2020-11-14T16:39:10Z,4.44837,D+4,Hickenlooper +4,democrat,colorado,2020-11-15T00:44:56.166798Z
08017,Cheyenne,1125,0,4,5,Other,93,1209,93%,93% reported,edison,4,some,,,,,119,995,7,2,2,,0,0,0,0,0,,2020-11-14T16:39:11Z,77.86667,R+78,Gardner +78,republican,colorado,2020-11-15T00:44:56.166798Z
08019,Clear Creek,6474,0,8,9,Other,95,6824,95%,95% reported,edison,2,some,,,,,3494,2833,120,15,12,,0,0,0,0,0,,2020-11-14T16:39:13Z,10.21007,D+10,Hickenlooper +10,democrat,colorado,2020-11-15T00:44:56.166798Z
08021,Conejos,4269,0,9,10,Other,100,4113,>98%,>98% reported,edison,6,all,,,,,1975,2243,24,18,9,,0,0,0,0,0,,2020-11-14T16:39:13Z,6.27782,R+6,Gardner +6,republican,colorado,2020-11-15T00:44:56.166798Z
08023,Costilla,2087,0,8,8,Other,96,2181,96%,96% reported,edison,4,all,,,,,1313,713,40,12,9,,0,0,0,0,0,,2020-11-14T16:39:14Z,28.7494,D+29,Hickenlooper +29,democrat,colorado,2020-11-15T00:44:56.166798Z
08025,Crowley,1741,0,6,6,Other,100,1675,>98%,>98% reported,edison,4,all,,,,,456,1230,36,12,7,,0,0,0,0,0,,2020-11-14T16:39:15Z,44.45721,R+44,Gardner +44,republican,colorado,2020-11-15T00:44:56.166798Z
08027,Custer,3590,0,3,3,Other,99,3618,>98%,>98% reported,edison,4,all,,,,,1058,2453,62,10,7,,0,0,0,0,0,,2020-11-14T16:39:15Z,38.85794,R+39,Gardner +39,republican,colorado,2020-11-15T00:44:56.166798Z
08029,Delta,19303,0,19,20,Other,97,19812,97%,97% reported,edison,4,all,,,,,5764,13118,308,79,34,,0,0,0,0,0,,2020-11-14T16:39:16Z,38.09771,R+38,Gardner +38,republican,colorado,2020-11-15T00:44:56.166798Z
08031,Denver,393086,0,356,356,Other,100,391585,>98%,>98% reported,edison,2,some,,,,,305601,80162,4984,963,1376,,0,0,0,0,0,,2020-11-14T16:39:17Z,57.35106,D+57,Hickenlooper +57,democrat,colorado,2020-11-15T00:44:56.166798Z
08033,Dolores,1427,0,4,4,Other,100,1389,>98%,>98% reported,edison,6,all,,,,,338,1064,17,4,4,,0,0,0,0,0,,2020-11-14T16:39:18Z,50.87596,R+51,Gardner +51,republican,colorado,2020-11-15T00:44:56.166798Z
08035,Douglas,231559,0,169,169,Other,100,222171,>98%,>98% reported,edison,6,all,,,,,97553,130045,3279,332,350,,0,0,0,0,0,,2020-11-14T21:45:52Z,14.03185,R+14,Gardner +14,republican,colorado,2020-11-15T00:44:56.166798Z
08037,Eagle,28747,0,29,30,Other,100,28427,>98%,>98% reported,edison,6,all,,,,,17902,10349,384,53,59,,0,0,0,0,0,,2020-11-14T16:39:20Z,26.27405,D+26,Hickenlooper +26,democrat,colorado,2020-11-15T00:44:56.166798Z
08041,El Paso,376303,0,291,291,Other,100,371068,>98%,>98% reported,edison,2,some,,,,,151859,211785,9896,1450,1313,,0,0,0,0,0,,2020-11-14T16:39:22Z,15.92493,R+16,Gardner +16,republican,colorado,2020-11-15T00:44:56.166798Z
08039,Elbert,18957,0,15,15,Other,100,18854,>98%,>98% reported,edison,2,unknown,,,,,4257,14340,299,35,26,,0,0,0,0,0,,2020-11-14T16:39:21Z,53.1888,R+53,Gardner +53,republican,colorado,2020-11-15T00:44:56.166798Z
08043,Fremont,25359,0,29,30,Other,98,25928,98%,98% reported,edison,2,unknown,,,,,7201,17450,508,129,71,,0,0,0,0,0,,2020-11-14T16:39:23Z,40.41563,R+40,Gardner +40,republican,colorado,2020-11-15T00:44:56.166798Z
08045,Garfield,30787,0,27,27,Other,99,31235,>98%,>98% reported,edison,4,all,,,,,14999,15027,598,92,71,,0,0,0,0,0,,2020-11-14T16:39:23Z,0.09095,R+0.09,Gardner +0.09,republican,colorado,2020-11-15T00:44:56.166798Z
08047,Gilpin,4174,0,6,6,Other,100,4160,>98%,>98% reported,edison,2,unknown,,,,,2182,1867,99,15,11,,0,0,0,0,0,,2020-11-14T16:39:24Z,7.54672,D+8,Hickenlooper +8,democrat,colorado,2020-11-15T00:44:56.166798Z
08049,Grand,9877,0,12,12,Other,97,10134,97%,97% reported,edison,2,unknown,,,,,4578,5075,181,28,15,,0,0,0,0,0,,2020-11-14T16:39:25Z,5.03189,R+5,Gardner +5,republican,colorado,2020-11-15T00:44:56.166798Z
08051,Gunnison,10842,0,15,15,Other,98,11106,98%,98% reported,edison,2,all,,,,,6772,3842,186,28,14,0,0,0,0,0,0,0,2020-11-14T16:39:27Z,27.02453,D+27,Hickenlooper +27,democrat,colorado,2020-11-15T00:44:56.166798Z
08053,Hinsdale,620,0,1,1,Other,94,658,94%,94% reported,edison,4,all,,,,,244,365,9,0,2,,0,0,0,0,0,,2020-11-14T16:39:27Z,19.51613,R+20,Gardner +20,republican,colorado,2020-11-15T00:44:56.166798Z
08055,Huerfano,4371,0,11,11,Other,100,4389,>98%,>98% reported,edison,6,all,,,,,2077,2160,97,25,12,,0,0,0,0,0,,2020-11-14T16:39:28Z,1.89888,R+1.9,Gardner +1.9,republican,colorado,2020-11-15T00:44:56.166798Z
08057,Jackson,867,0,4,5,Other,99,873,>98%,>98% reported,edison,6,all,,,,,164,684,12,5,2,,0,0,0,0,0,,2020-11-14T16:39:29Z,59.97693,R+60,Gardner +60,republican,colorado,2020-11-15T00:44:56.166798Z
08059,Jefferson,376955,0,300,309,Other,100,348372,>98%,>98% reported,edison,4,all,,,,,210615,158274,6191,1026,849,,0,0,0,0,0,,2020-11-14T16:39:30Z,13.88521,D+14,Hickenlooper +14,democrat,colorado,2020-11-15T00:44:56.166798Z
08061,Kiowa,890,0,4,4,Other,95,938,95%,95% reported,edison,2,unknown,,,,,93,783,10,3,1,,0,0,0,0,0,,2020-11-14T16:39:31Z,77.52809,R+78,Gardner +78,republican,colorado,2020-11-15T00:44:56.166798Z
08063,Kit Carson,3814,0,11,13,Other,94,4061,94%,94% reported,edison,2,unknown,,,,,628,3137,36,8,5,,0,0,0,0,0,,2020-11-14T16:39:31Z,65.78395,R+66,Gardner +66,republican,colorado,2020-11-15T00:44:56.166798Z
08067,La Plata,35453,0,31,32,Other,100,35280,>98%,>98% reported,edison,6,all,,,,,19873,14776,632,71,101,,0,0,0,0,0,,2020-11-14T16:39:32Z,14.37678,D+14,Hickenlooper +14,democrat,colorado,2020-11-15T00:44:56.166798Z
08065,Lake,3953,0,6,6,Other,99,4000,>98%,>98% reported,edison,2,unknown,,,,,2297,1511,109,15,21,,0,0,0,0,0,,2020-11-14T16:39:32Z,19.88363,D+20,Hickenlooper +20,democrat,colorado,2020-11-15T00:44:56.166798Z
08069,Larimer,215929,0,261,280,Other,95,227992,95%,95% reported,edison,4,some,,,,,116417,94583,3914,544,471,,0,0,0,0,0,,2020-11-14T16:39:33Z,10.11166,D+10,Hickenlooper +10,democrat,colorado,2020-11-15T00:44:56.166798Z
08071,Las Animas,7925,0,16,16,Other,98,8097,98%,98% reported,edison,2,unknown,,,,,3509,4217,130,45,24,,0,0,0,0,0,,2020-11-14T16:39:34Z,8.93375,R+9,Gardner +9,republican,colorado,2020-11-15T00:44:56.166798Z
08073,Lincoln,2636,0,12,13,Other,99,2672,>98%,>98% reported,edison,2,unknown,,,,,434,2141,39,17,5,,0,0,0,0,0,,2020-11-14T16:39:36Z,64.75721,R+65,Gardner +65,republican,colorado,2020-11-15T00:44:56.166798Z
08075,Logan,10481,0,15,16,Other,91,11472,91%,91% reported,edison,2,unknown,,,,,2117,8167,131,37,29,,0,0,0,0,0,,2020-11-14T16:39:36Z,57.7235,R+58,Gardner +58,republican,colorado,2020-11-15T00:44:56.166798Z
08077,Mesa,89191,0,55,57,Other,97,91631,97%,97% reported,edison,4,all,,,,,29475,57231,1785,457,243,,0,0,0,0,0,,2020-11-14T16:39:38Z,31.11973,R+31,Gardner +31,republican,colorado,2020-11-15T00:44:56.166798Z
08079,Mineral,757,0,1,1,Other,100,715,>98%,>98% reported,edison,2,unknown,,,,,302,437,15,1,2,,0,0,0,0,0,,2020-11-14T16:39:38Z,17.83355,R+18,Gardner +18,republican,colorado,2020-11-15T00:44:56.166798Z
08081,Moffat,6810,0,11,13,Other,95,7158,95%,95% reported,edison,4,some,,,,,1120,5544,106,31,9,,0,0,0,0,0,,2020-11-14T16:39:39Z,64.96329,R+65,Gardner +65,republican,colorado,2020-11-15T00:44:56.166798Z
08083,Montezuma,15194,0,11,11,Other,100,15120,>98%,>98% reported,edison,6,all,,,,,5538,9273,272,47,64,,0,0,0,0,0,,2020-11-14T16:39:39Z,24.58207,R+25,Gardner +25,republican,colorado,2020-11-15T00:44:56.166798Z
08085,Montrose,24856,0,28,28,Other,99,24999,>98%,>98% reported,edison,2,some,,,,,7321,16978,410,92,55,,0,0,0,0,0,,2020-11-14T16:39:40Z,38.85179,R+39,Gardner +39,republican,colorado,2020-11-15T00:44:56.166798Z
08087,Morgan,13571,0,17,18,Other,96,14113,96%,96% reported,edison,2,unknown,,,,,3787,9544,136,69,35,,0,0,0,0,0,,2020-11-14T16:39:40Z,42.42134,R+42,Gardner +42,republican,colorado,2020-11-15T00:44:56.166798Z
08089,Otero,9367,0,16,17,Other,94,9973,94%,94% reported,edison,2,some,,,,,3428,5731,113,67,28,,0,0,0,0,0,,2020-11-14T16:39:41Z,24.58631,R+25,Gardner +25,republican,colorado,2020-11-15T00:44:56.166798Z
08091,Ouray,3988,0,5,5,Other,100,3906,>98%,>98% reported,edison,4,some,,,,,2291,1622,68,3,4,,0,0,0,0,0,,2020-11-14T16:39:41Z,16.77533,D+17,Hickenlooper +17,democrat,colorado,2020-11-15T00:44:56.166798Z
08093,Park,12245,0,13,13,Other,100,12292,>98%,>98% reported,edison,2,unknown,,,,,4800,7099,281,31,34,,0,0,0,0,0,,2020-11-14T16:38:20Z,18.77501,R+19,Gardner +19,republican,colorado,2020-11-15T00:44:56.166798Z
08095,Phillips,2471,0,7,8,Other,97,2558,97%,97% reported,edison,2,unknown,,,,,463,1980,22,6,0,,0,0,0,0,0,,2020-11-14T16:38:23Z,61.39215,R+61,Gardner +61,republican,colorado,2020-11-15T00:44:56.166798Z
08097,Pitkin,11859,0,10,10,Other,96,12417,96%,96% reported,edison,4,some,,,,,8761,2935,130,13,20,,0,0,0,0,0,,2020-11-14T16:38:24Z,49.12725,D+49,Hickenlooper +49,democrat,colorado,2020-11-15T00:44:56.166798Z
08099,Prowers,5500,0,12,13,Other,93,5919,93%,93% reported,edison,2,unknown,,,,,1435,3966,55,26,18,,0,0,0,0,0,,2020-11-14T16:38:25Z,46.01818,R+46,Gardner +46,republican,colorado,2020-11-15T00:44:56.166798Z
08101,Pueblo,87450,0,121,128,Other,94,92802,94%,94% reported,edison,4,unknown,,,,,42791,42098,1720,533,308,,0,0,0,0,0,,2020-11-14T16:38:26Z,0.79245,D+0.79,Hickenlooper +0.79,democrat,colorado,2020-11-15T00:44:56.166798Z
08103,Rio Blanco,3655,0,4,5,Other,97,3785,97%,97% reported,edison,4,all,,,,,529,3065,46,13,2,,0,0,0,0,0,,2020-11-14T16:38:27Z,69.3844,R+69,Gardner +69,republican,colorado,2020-11-15T00:44:56.166798Z
08105,Rio Grande,6279,0,14,15,Other,100,6280,>98%,>98% reported,edison,6,all,,,,,2502,3635,84,40,18,,0,0,0,0,0,,2020-11-14T16:38:27Z,18.04427,R+18,Gardner +18,republican,colorado,2020-11-15T00:44:56.166798Z
08107,Routt,16826,0,18,18,Other,100,16503,>98%,>98% reported,edison,2,all,,,,,10284,6256,223,39,24,,0,0,0,0,0,,2020-11-14T16:38:30Z,23.93914,D+24,Hickenlooper +24,democrat,colorado,2020-11-15T00:44:56.166798Z
08109,Saguache,3379,0,7,7,Other,100,3332,>98%,>98% reported,edison,6,all,,,,,1887,1405,55,11,21,,0,0,0,0,0,,2020-11-14T16:38:31Z,14.26458,D+14,Hickenlooper +14,democrat,colorado,2020-11-15T00:44:56.166798Z
08111,San Juan,550,0,1,1,Other,98,563,98%,98% reported,edison,6,unknown,,,,,328,207,10,2,3,,0,0,0,0,0,,2020-11-14T16:38:32Z,22,D+22,Hickenlooper +22,democrat,colorado,2020-11-15T00:44:56.166798Z
08113,San Miguel,5120,0,6,6,Other,100,5108,>98%,>98% reported,edison,4,some,,,,,3807,1227,76,2,8,,0,0,0,0,0,,2020-11-14T16:38:33Z,50.39063,D+50,Hickenlooper +50,democrat,colorado,2020-11-15T00:44:56.166798Z
08115,Sedgwick,1447,0,4,5,Other,97,1497,97%,97% reported,edison,2,unknown,,,,,320,1103,14,9,1,,0,0,0,0,0,,2020-11-14T16:38:34Z,54.11196,R+54,Gardner +54,republican,colorado,2020-11-15T00:44:56.166798Z
08117,Summit,18393,0,19,20,Other,96,19085,96%,96% reported,edison,2,some,,,,,12164,5814,353,25,37,,0,0,0,0,0,,2020-11-14T16:38:34Z,34.524,D+35,Hickenlooper +35,democrat,colorado,2020-11-15T00:44:56.166798Z
08119,Teller,16761,0,13,13,Other,98,17044,98%,98% reported,edison,2,unknown,,,,,5039,11307,339,54,22,,0,0,0,0,0,,2020-11-14T16:38:35Z,37.39634,R+37,Gardner +37,republican,colorado,2020-11-15T00:44:56.166798Z
08121,Washington,2996,0,6,6,Other,100,2998,>98%,>98% reported,edison,2,unknown,,,,,346,2617,22,4,7,,0,0,0,0,0,,2020-11-14T16:38:36Z,75.80107,R+76,Gardner +76,republican,colorado,2020-11-15T00:44:56.166798Z
08123,Weld,166657,0,156,156,Other,100,159805,>98%,>98% reported,edison,4,all,,,,,63639,99411,2761,470,376,,0,0,0,0,0,,2020-11-14T16:38:38Z,21.46444,R+21,Gardner +21,republican,colorado,2020-11-15T00:44:56.166798Z
08125,Yuma,4977,0,12,14,Other,95,5255,95%,95% reported,edison,2,unknown,,,,,652,4273,29,19,4,,0,0,0,0,0,,2020-11-14T16:38:40Z,72.75467,R+73,Gardner +73,republican,colorado,2020-11-15T00:44:56.166798Z
