fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_goodb,results_webbc,results_absentee_goodb,results_absentee_webbc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51061,Fauquier,34434,22799,17,17,None,97,35433,97%,97% reported,edison,2,none,4691,19897,14537,11174,11625,2020-11-14T16:41:13Z,15.56601,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51065,Fluvanna,15699,10408,6,6,Released with cumulative results periodically election night,100,15486,>98%,>98% reported,edison,6,all,1896,7756,7943,4015,6393,2020-11-14T16:41:10Z,1.19116,D+1.2,Webb +1.2,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51067,Franklin,29368,12037,22,24,None,100,16689,>98%,>98% reported,edison,6,all,2169,20318,9050,6428,5609,2020-11-14T16:41:10Z,38.36829,R+38,Good +38,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51079,Greene,11155,6971,6,6,Released as a precinct at the end of tabulation,99,11315,>98%,>98% reported,edison,2,unknown,1078,6593,4562,3406,3565,2020-11-14T16:41:11Z,18.20708,R+18,Good +18,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51083,Halifax,18041,10356,19,21,Released separately AFTER election night,89,20181,89%,89% reported,edison,4,unknown,1636,10083,7958,4676,5680,2020-11-14T16:41:11Z,11.77873,R+12,Good +12,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51089,Henry,7144,3883,6,7,"As a precinct in the FIRST cumulative report, along with regular precincts",100,7061,>98%,>98% reported,edison,6,some,1528,3979,3165,1601,2282,2020-11-14T16:41:11Z,11.39418,R+11,Good +11,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51111,Lunenburg,5828,2793,11,12,Released as a precinct in the middle of the night,88,6635,88%,88% reported,edison,2,unknown,507,3392,2436,1336,1457,2020-11-14T16:41:12Z,16.40357,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51113,Madison,8537,3755,10,10,"As a precinct in the FIRST cumulative report, along with regular precincts",100,8254,>98%,>98% reported,edison,4,unknown,658,5592,2945,1749,2006,2020-11-14T16:41:13Z,31.00621,R+31,Good +31,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51117,Mecklenburg,15801,8070,21,24,Released separately AFTER election night,89,17726,89%,89% reported,edison,4,some,1999,9175,6626,4093,3977,2020-11-14T16:41:12Z,16.13189,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51125,Nelson,9179,4729,9,10,None,93,9833,93%,93% reported,edison,4,some,580,4561,4618,1426,3303,2020-11-14T16:41:12Z,0.62098,D+0.62,Webb +0.62,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51143,Pittsylvania,33537,17834,27,30,Released as a precinct in the middle of the night,89,37489,89%,89% reported,edison,2,unknown,2965,22705,10832,10986,6848,2020-11-14T16:41:12Z,35.40269,R+35,Good +35,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51147,Prince Edward,9416,4828,10,11,None,87,10848,87%,87% reported,edison,4,none,743,4350,5066,1765,3063,2020-11-14T16:41:12Z,7.60408,D+8,Webb +8,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
51157,Rappahannock,4973,2157,7,7,Other,94,5304,94%,94% reported,edison,4,none,451,2794,2179,666,1491,2020-11-14T16:41:14Z,12.36678,R+12,Good +12,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401868,228458,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,302,329,92% reporting,92%,92,435000,edison,92%,92% reported,edison,republican,FALSE,2020-11-14T16:42:18Z,FALSE,5.27935,21216,R+5,Good +5,republican,"","",3,0,1604472707926
